"Event";"Round";"Heat";"Lap";"Bib";"Lane";"idStatus";"Time";"Result";"Rank";
   0;   0;  22;9999;"    40";  101; 1;  4234363;"    7:03.44  ";1
   0;   0;  22;9999;"    56";  120; 1;  4261362;"    7:06.14  ";2
   0;   0;  22;9999;"   139";  103; 1;  4274844;"    7:07.49  ";3
   0;   0;  22;9999;"   242"; 104; 1;  4390729;"    7:19.08  ";4
   0;   0;  22;9999;"    81";  105; 1;  4540410;"    7:34.05  ";5
   0;   0;  22;9999;"   171";  106; 1;  4631760;"    7:43.18  ";6
   0;   0;  22;9999;"   160";  107; 1;  4810001;"    8:01.01  ";7
   0;   0;  22;9999;"   168";  108; 1;  4818191;"    8:01.82  ";8
   0;   0;  22;9999;"   145";  109;  1;  4860310;"    8:06.04  ";9
   0;   0;  22;9999;"   131"; 1;  1;  4965387;"    8:16.54  ";10
   0;   0;  22;9999;"   100";  9; 1;  5087859;"    8:28.79  ";11
   0;   0;  22;9999;"    38"; 12; 1;  5174323;"    8:37.44  ";12
   0;   0;  22;9999;"   153"; 11; 1;  5513550;"    9:11.36  ";13
   0;   0;  22;9999;"   154"; 13; 2;        0;"       0.00  ";0
