"Event";"Round";"Heat";"Lap";"Bib";"Lane";"idStatus";"Time";"Result";"Rank";
   0;   0;   1;9999;"     0";  2; 1;   119562;"      11.96  ";1
   0;   0;   1;9999;"     0";  3; 1;   145082;"      14.51  ";6
   0;   0;   1;9999;"     0";  4; 1;   123742;"      12.38  ";2
   0;   0;   1;9999;"     0";  5; 1;   141802;"      14.19  ";4
   0;   0;   1;9999;"     0";  6; 1;   138002;"      13.81  ";3
   0;   0;   1;9999;"     0";  7; 1;   142862;"      14.29  ";5
   0;   0;   2;9999;"     0";  2; 1;   115522;"      11.56  ";3
   0;   0;   2;9999;"     0";  3; 1;   116527;"      11.66  ";5
   0;   0;   2;9999;"     0";  4; 1;    97962;"       9.80  ";1
   0;   0;   2;9999;"     0";  5; 1;   104462;"      10.45  ";2
   0;   0;   2;9999;"     0";  6; 1;   115877;"      11.59  ";4
   0;   0;   2;9999;"     0";  7; 1;   127352;"      12.74  ";6
   0;   0;   3;9999;"     0";  2; 1;   140906;"      14.10  ";6
   0;   0;   3;9999;"     0";  3; 1;   127956;"      12.80  ";1
   0;   0;   3;9999;"     0";  4; 1;   132161;"      13.22  ";4
   0;   0;   3;9999;"     0";  5; 1;   128521;"      12.86  ";2
   0;   0;   3;9999;"     0";  6; 1;   128821;"      12.89  ";3
   0;   0;   3;9999;"     0";  7; 1;   133726;"      13.38  ";5
   0;   0;   5;9999;"     0";  1; 1;   156172;"      15.62  ";7
   0;   0;   5;9999;"     0";  2; 1;   123392;"      12.34  ";5
   0;   0;   5;9999;"     0";  3; 1;   114152;"      11.42  ";3
   0;   0;   5;9999;"     0";  4; 1;   106892;"      10.69  ";1
   0;   0;   5;9999;"     0";  5; 1;   110992;"      11.10  ";2
   0;   0;   5;9999;"     0";  6; 1;   115892;"      11.59  ";4
   0;   0;   5;9999;"     0";  7; 2;        0;"       0.00  ";0
   0;   0;   5;9999;"     0";  8; 1;   124752;"      12.48  ";6
   0;   0;   6;9999;"     0";  1; 1;    94589;"       9.46  ";5
   0;   0;   6;9999;"     0";  2; 1;    96369;"       9.64  ";6
   0;   0;   6;9999;"     0";  3; 1;    93609;"       9.37  ";3
   0;   0;   6;9999;"     0";  4; 1;    88429;"       8.85  ";1
   0;   0;   6;9999;"     0";  5; 1;    91289;"       9.13  ";2
   0;   0;   6;9999;"     0";  6; 1;    94269;"       9.43  ";4
   0;   0;   6;9999;"     0";  7; 1;    97149;"       9.72  ";7
   0;   0;   6;9999;"     0";  8; 1;    97509;"       9.76  ";8
   0;   0;   7;9999;"     0";  1; 1;    96853;"       9.69  ";2
   0;   0;   7;9999;"     0";  2; 1;   100973;"      10.10  ";6
   0;   0;   7;9999;"     0";  3; 1;    98633;"       9.87  ";4
