"Event";"Round";"Heat";"Lap";"Bib";"Lane";"idStatus";"Time";"Result";"Rank";
   0;   0;   1;9999;"     0";  1; 1;   120812;"      12.09  ";7
   0;   0;   1;9999;"     0";  2; 1;   116417;"      11.65  ";5
   0;   0;   1;9999;"     2";  3; 1;   116982;"      11.70  ";6
   0;   0;   1;9999;"     0";  4; 1;    98887;"       9.89  ";1
   0;   0;   1;9999;"     0";  5; 1;   111782;"      11.18  ";3
   0;   0;   1;9999;"     0";  6; 1;   109032;"      10.91  ";2
   0;   0;   1;9999;"     0";  7; 1;   113227;"      11.33  ";4
   0;   0;   2;9999;"     7";  2; 1;   135531;"      13.56  ";5
   0;   0;   2;9999;"     0";  3; 1;   133466;"      13.35  ";4
   0;   0;   2;9999;"     0";  4; 1;   132431;"      13.25  ";3
   0;   0;   2;9999;"     0";  5; 1;   126461;"      12.65  ";1
   0;   0;   2;9999;"    10";  6; 1;   129116;"      12.92  ";2
   0;   0;   2;9999;"     0";  7; 1;   137181;"      13.72  ";6
   0;   0;   3;9999;"     0";  1; 1;   121683;"      12.17  ";6
   0;   0;   3;9999;"     0";  2; 1;   118048;"      11.81  ";5
   0;   0;   3;9999;"     0";  3; 1;   109483;"      10.95  ";3
   0;   0;   3;9999;"     0";  4; 1;   105123;"      10.52  ";1
   0;   0;   3;9999;"     0";  5; 1;   106053;"      10.61  ";2
   0;   0;   3;9999;"     0";  6; 1;   111113;"      11.12  ";4
   0;   0;   3;9999;"     0";  7; 1;   121793;"      12.18  ";7
   0;   0;   3;9999;"     0";  8; 1;   121853;"      12.19  ";8
   0;   0;   4;9999;"     0";  2; 1;   140614;"      14.07  ";5
   0;   0;   4;9999;"     0";  3; 1;   119989;"      12.00  ";1
   0;   0;   4;9999;"     0";  4; 1;   127954;"      12.80  ";2
   0;   0;   4;9999;"     0";  5; 1;   132324;"      13.24  ";3
   0;   0;   4;9999;"     0";  6; 1;   133179;"      13.32  ";4
   0;   0;   5;9999;"     0";  1; 1;   128014;"      12.81  ";2
